Nodes,Speed_kmh,Flows,Packet_Rate_pps,Mobility_Seed,Offered_Load_kbps,Flows_per_Node,Rate_x_Flows,Nodes_x_Speed,Speed_per_Flow,Best_Protocol_Composite,Best_Protocol_PDR
50,30,5,8,1,163.84,0.1,40,1500,6,AOMDV,AODV
50,30,5,8,2,163.84,0.1,40,1500,6,AOMDV,AODV
50,30,5,8,3,163.84,0.1,40,1500,6,AOMDV,AODV
50,30,5,8,4,163.84,0.1,40,1500,6,AOMDV,AODV
50,30,5,8,5,163.84,0.1,40,1500,6,AOMDV,AODV
50,30,10,2,1,81.92,0.2,20,1500,3,AODV,AODV
50,30,10,2,2,81.92,0.2,20,1500,3,AODV,AODV
50,30,10,2,3,81.92,0.2,20,1500,3,AODV,AODV
50,30,10,2,4,81.92,0.2,20,1500,3,AOMDV,AODV
50,30,10,2,5,81.92,0.2,20,1500,3,AOMDV,AODV
50,30,10,4,1,163.84,0.2,40,1500,3,AOMDV,AODV
50,30,10,4,2,163.84,0.2,40,1500,3,AOMDV,AODV
50,30,10,4,3,163.84,0.2,40,1500,3,DSDV,AODV
50,30,10,4,4,163.84,0.2,40,1500,3,AOMDV,AODV
50,30,10,4,5,163.84,0.2,40,1500,3,AOMDV,AODV
50,30,10,8,1,327.68,0.2,80,1500,3,DSDV,AODV
50,30,10,8,2,327.68,0.2,80,1500,3,AOMDV,AODV
50,30,10,8,3,327.68,0.2,80,1500,3,AODV,AODV
50,30,10,8,4,327.68,0.2,80,1500,3,AOMDV,AODV
50,30,10,8,5,327.68,0.2,80,1500,3,DSDV,AODV
50,30,15,2,1,122.88,0.3,30,1500,2,AOMDV,AODV
50,30,15,2,2,122.88,0.3,30,1500,2,AODV,AODV
50,30,15,2,3,122.88,0.3,30,1500,2,AOMDV,AODV
50,30,15,2,4,122.88,0.3,30,1500,2,AOMDV,AODV
50,30,15,2,5,122.88,0.3,30,1500,2,AOMDV,AODV
50,30,15,4,1,245.76,0.3,60,1500,2,AOMDV,AODV
50,30,15,4,2,245.76,0.3,60,1500,2,AOMDV,AODV
50,30,15,4,3,245.76,0.3,60,1500,2,AOMDV,AODV
50,30,15,4,4,245.76,0.3,60,1500,2,AOMDV,AODV
50,30,15,4,5,245.76,0.3,60,1500,2,AOMDV,AODV
50,30,15,8,1,491.52,0.3,120,1500,2,AOMDV,AOMDV
50,30,15,8,2,491.52,0.3,120,1500,2,AODV,AODV
50,30,15,8,3,491.52,0.3,120,1500,2,DSDV,AOMDV
50,30,15,8,4,491.52,0.3,120,1500,2,AODV,AODV
50,30,15,8,5,491.52,0.3,120,1500,2,DSDV,AODV
50,30,20,2,1,163.84,0.4,40,1500,1.5,AOMDV,AODV
50,30,20,2,2,163.84,0.4,40,1500,1.5,AOMDV,AODV
50,30,20,2,3,163.84,0.4,40,1500,1.5,AOMDV,AODV
50,30,20,2,4,163.84,0.4,40,1500,1.5,AOMDV,AODV
50,30,20,2,5,163.84,0.4,40,1500,1.5,AOMDV,AODV
50,30,20,4,1,327.68,0.4,80,1500,1.5,DSDV,AODV
50,30,20,4,2,327.68,0.4,80,1500,1.5,AOMDV,AODV
50,30,20,4,3,327.68,0.4,80,1500,1.5,AOMDV,AOMDV
50,30,20,4,4,327.68,0.4,80,1500,1.5,AOMDV,AODV
50,30,20,4,5,327.68,0.4,80,1500,1.5,DSDV,AODV
50,30,20,8,1,655.36,0.4,160,1500,1.5,DSDV,AODV
50,30,20,8,2,655.36,0.4,160,1500,1.5,DSDV,DSDV
50,30,20,8,3,655.36,0.4,160,1500,1.5,DSDV,AODV
50,30,20,8,4,655.36,0.4,160,1500,1.5,AODV,AODV
50,30,20,8,5,655.36,0.4,160,1500,1.5,DSDV,AODV
50,30,25,2,1,204.8,0.5,50,1500,1.2,AOMDV,AODV
50,30,25,2,2,204.8,0.5,50,1500,1.2,AOMDV,AODV
50,30,25,2,3,204.8,0.5,50,1500,1.2,AOMDV,AODV
50,30,25,2,4,204.8,0.5,50,1500,1.2,AOMDV,AODV
50,30,25,2,5,204.8,0.5,50,1500,1.2,AOMDV,AODV
50,30,25,4,1,409.6,0.5,100,1500,1.2,DSDV,AODV
50,30,25,4,2,409.6,0.5,100,1500,1.2,DSDV,AODV
50,30,25,4,3,409.6,0.5,100,1500,1.2,AOMDV,AOMDV
50,30,25,4,4,409.6,0.5,100,1500,1.2,DSDV,AODV
50,30,25,4,5,409.6,0.5,100,1500,1.2,AOMDV,AODV
50,30,25,8,1,819.2,0.5,200,1500,1.2,AODV,AODV
50,30,25,8,2,819.2,0.5,200,1500,1.2,DSDV,AODV
50,30,25,8,3,819.2,0.5,200,1500,1.2,DSDV,DSDV
50,30,25,8,4,819.2,0.5,200,1500,1.2,DSDV,DSDV
50,30,25,8,5,819.2,0.5,200,1500,1.2,DSDV,AODV
50,40,5,2,1,40.96,0.1,10,2000,8,AODV,AODV
50,40,5,2,2,40.96,0.1,10,2000,8,AOMDV,AODV
50,40,5,2,3,40.96,0.1,10,2000,8,AODV,AODV
50,40,5,2,4,40.96,0.1,10,2000,8,AODV,AODV
50,40,5,2,5,40.96,0.1,10,2000,8,AOMDV,AODV
50,40,5,4,1,81.92,0.1,20,2000,8,DSDV,AODV
50,40,5,4,2,81.92,0.1,20,2000,8,AOMDV,AODV
50,40,5,4,3,81.92,0.1,20,2000,8,AOMDV,AODV
50,40,5,4,4,81.92,0.1,20,2000,8,AODV,AODV
50,40,5,4,5,81.92,0.1,20,2000,8,AOMDV,AODV
50,40,5,8,1,163.84,0.1,40,2000,8,AOMDV,AODV
50,40,5,8,2,163.84,0.1,40,2000,8,AOMDV,AODV
50,40,5,8,3,163.84,0.1,40,2000,8,AODV,AODV
50,40,5,8,4,163.84,0.1,40,2000,8,AODV,AODV
50,40,5,8,5,163.84,0.1,40,2000,8,AOMDV,AODV
50,40,10,2,1,81.92,0.2,20,2000,4,AOMDV,AODV
50,40,10,2,2,81.92,0.2,20,2000,4,AOMDV,AODV
50,40,10,2,3,81.92,0.2,20,2000,4,AODV,AODV
50,40,10,2,4,81.92,0.2,20,2000,4,AOMDV,AODV
50,40,10,2,5,81.92,0.2,20,2000,4,AODV,AODV
50,40,10,4,1,163.84,0.2,40,2000,4,AOMDV,AODV
50,40,10,4,2,163.84,0.2,40,2000,4,DSDV,AODV
50,40,10,4,3,163.84,0.2,40,2000,4,AODV,AODV
50,40,10,4,4,163.84,0.2,40,2000,4,AOMDV,AODV
50,40,10,4,5,163.84,0.2,40,2000,4,AOMDV,AODV
50,40,10,8,1,327.68,0.2,80,2000,4,AODV,AODV
50,40,10,8,2,327.68,0.2,80,2000,4,DSDV,AODV
50,40,10,8,3,327.68,0.2,80,2000,4,AOMDV,AODV
50,40,10,8,4,327.68,0.2,80,2000,4,AOMDV,AODV
50,40,10,8,5,327.68,0.2,80,2000,4,AOMDV,AODV
50,40,15,2,1,122.88,0.3,30,2000,2.6666666666666665,AOMDV,AODV
50,40,15,2,2,122.88,0.3,30,2000,2.6666666666666665,AOMDV,AODV
50,40,15,2,3,122.88,0.3,30,2000,2.6666666666666665,AOMDV,AODV
50,40,15,2,4,122.88,0.3,30,2000,2.6666666666666665,AOMDV,AODV
50,40,15,2,5,122.88,0.3,30,2000,2.6666666666666665,AOMDV,AODV
50,40,15,4,1,245.76,0.3,60,2000,2.6666666666666665,AOMDV,AODV
50,40,15,4,2,245.76,0.3,60,2000,2.6666666666666665,AOMDV,AODV
50,40,15,4,3,245.76,0.3,60,2000,2.6666666666666665,AOMDV,AODV
50,40,15,4,4,245.76,0.3,60,2000,2.6666666666666665,AOMDV,AODV
50,40,15,4,5,245.76,0.3,60,2000,2.6666666666666665,AOMDV,AODV
50,40,15,8,1,491.52,0.3,120,2000,2.6666666666666665,AOMDV,AODV
50,40,15,8,2,491.52,0.3,120,2000,2.6666666666666665,DSDV,AODV
50,40,15,8,3,491.52,0.3,120,2000,2.6666666666666665,AOMDV,AODV
50,40,15,8,4,491.52,0.3,120,2000,2.6666666666666665,DSDV,AOMDV
50,40,15,8,5,491.52,0.3,120,2000,2.6666666666666665,AOMDV,AOMDV
50,40,20,2,1,163.84,0.4,40,2000,2,AOMDV,AODV
50,40,20,2,2,163.84,0.4,40,2000,2,AOMDV,AODV
50,40,20,2,3,163.84,0.4,40,2000,2,AOMDV,AODV
50,40,20,2,4,163.84,0.4,40,2000,2,AOMDV,AODV
50,40,20,2,5,163.84,0.4,40,2000,2,AOMDV,AODV
50,40,20,4,1,327.68,0.4,80,2000,2,AOMDV,AODV
50,40,20,4,2,327.68,0.4,80,2000,2,AOMDV,AOMDV
50,40,20,4,3,327.68,0.4,80,2000,2,AOMDV,AODV
50,40,20,4,4,327.68,0.4,80,2000,2,AOMDV,AODV
50,40,20,4,5,327.68,0.4,80,2000,2,AOMDV,AODV
50,40,20,8,1,655.36,0.4,160,2000,2,AOMDV,AOMDV
50,40,20,8,2,655.36,0.4,160,2000,2,DSDV,DSDV
50,40,20,8,3,655.36,0.4,160,2000,2,DSDV,DSDV
50,40,20,8,4,655.36,0.4,160,2000,2,DSDV,DSDV
50,40,20,8,5,655.36,0.4,160,2000,2,DSDV,AODV
50,40,25,2,1,204.8,0.5,50,2000,1.6,AOMDV,AODV
50,40,25,2,2,204.8,0.5,50,2000,1.6,AOMDV,AODV
